gt,pred
0.0,4.4161472e-05
1.0,0.81785244
1.0,0.98039734
0.0,0.28744128
0.0,6.019955e-12
0.0,1.7431248e-15
0.0,0.0003996891
0.0,0.019894702
1.0,0.22011414
0.0,1.5644266e-05
0.0,0.00013245345
0.0,0.00061915343
0.0,0.0013217705
0.0,1.44496575e-08
0.0,1.5101019e-13
0.0,5.9917618e-09
0.0,0.0014306238
0.0,0.020138284
0.0,3.820101e-05
1.0,0.98680204
0.0,3.369024e-10
0.0,0.000166162
0.0,0.0035310022
0.0,4.527585e-12
1.0,0.9679739
0.0,4.877343e-05
1.0,0.28588516
1.0,0.909792
1.0,0.7399551
0.0,4.0675604e-05
0.0,0.1022383
0.0,0.0018857933
0.0,0.016203374
0.0,0.00051056664
0.0,1.1157759e-05
0.0,0.00039136104
1.0,0.981696
1.0,0.9506822
0.0,1.8229193e-05
0.0,0.00031990977
0.0,2.4847184e-05
1.0,0.6418296
0.0,0.003293709
0.0,0.001198754
0.0,0.17555103
0.0,0.00017393376
1.0,0.9792885
0.0,0.00042884817
0.0,1.4395295e-06
0.0,0.048845913
0.0,0.05087964
0.0,0.014710405
0.0,4.0149915e-12
1.0,0.9772465
0.0,0.00036011837
0.0,0.0011718399
1.0,0.43611693
0.0,3.0733908e-08
0.0,0.0025709535
0.0,0.009816192
0.0,0.0026080913
0.0,0.0002817403
0.0,6.2325104e-14
0.0,0.00046035813
0.0,0.021499822
0.0,0.013462283
0.0,0.013993122
0.0,0.0029175926
0.0,0.003203511
0.0,0.0024295708
0.0,0.0021421912
0.0,0.0045589022
0.0,0.006090787
0.0,0.00482044
0.0,2.6840431e-14
1.0,0.97497874
1.0,0.9802372
0.0,0.00031059276
1.0,0.98115945
0.0,2.5757274e-05
0.0,1.0507788e-06
0.0,0.011808857
0.0,0.032584213
0.0,9.84531e-07
0.0,0.03322761
1.0,0.97644717
0.0,0.0064812773
1.0,0.914499
0.0,0.0001312549
0.0,0.0002075088
0.0,4.4484105e-07
0.0,3.281234e-14
0.0,0.00039514893
0.0,0.016126046
0.0,0.002508474
0.0,0.010198536
0.0,0.033920847
1.0,0.9616776
0.0,0.00069652795
0.0,0.002334081
0.0,8.358374e-05
0.0,0.0028037
0.0,5.4883585e-06
1.0,0.9623961
0.0,0.00024900452
1.0,0.8916199
0.0,0.004292983
0.0,0.0031823958
0.0,9.812329e-08
0.0,1.313843e-05
0.0,0.031152502
0.0,9.021464e-05
1.0,0.966754
0.0,0.00018223085
0.0,0.013218324
0.0,0.0066846423
0.0,1.7959201e-12
0.0,0.0007663125
1.0,0.92144513
1.0,0.6744191
1.0,0.97393566
1.0,0.9835814
0.0,6.464844e-06
0.0,2.3097496e-15
0.0,0.005852285
0.0,0.0002723355
0.0,2.6430473e-09
0.0,0.00028084565
0.0,0.00092001684
0.0,0.008568002
0.0,1.510429e-11
1.0,0.97907454
0.0,0.00019152387
1.0,0.9504867
0.0,9.7366634e-14
0.0,0.00047034063
0.0,1.7765724e-05
0.0,0.0006581023
0.0,0.0064300005
1.0,0.9798539
0.0,2.3301332e-13
1.0,0.7685121
0.0,0.00074703275
0.0,0.0036568583
0.0,4.091416e-05
0.0,8.273287e-05
0.0,9.872186e-05
1.0,0.46428415
0.0,1.29010095e-05
0.0,5.3596464e-06
0.0,1.2889929e-05
0.0,0.010886224
0.0,1.239049e-11
0.0,0.023808077
1.0,0.9799075
1.0,0.35446122
0.0,0.028911633
0.0,1.3629578e-07
1.0,0.8891988
1.0,0.9744761
0.0,0.0018653416
1.0,0.9614053
0.0,7.869615e-05
0.0,0.0012722549
0.0,8.134058e-05
0.0,0.00026269528
0.0,0.0016294623
0.0,4.7357694e-06
1.0,0.91623884
1.0,0.9813644
0.0,0.0014796954
0.0,0.00086654304
1.0,0.96574146
0.0,5.6622953e-06
1.0,0.8890752
0.0,5.387059e-08
0.0,4.4020966e-14
0.0,0.00024498356
0.0,0.00026593803
1.0,0.90817684
0.0,0.025644893
0.0,0.00020652523
0.0,0.0009999727
1.0,0.9860291
1.0,0.96792597
0.0,8.080131e-09
0.0,0.00018667198
0.0,0.0043483297
0.0,1.2154581e-09
0.0,4.7830705e-05
0.0,0.00047172132
0.0,0.0012307627
0.0,0.016592354
0.0,0.00019562992
0.0,0.12759031
0.0,5.183141e-07
0.0,5.784075e-10
0.0,0.0009427745
0.0,0.0032977625
0.0,0.02201383
1.0,0.93722194
0.0,0.9612734
0.0,5.2967986e-05
0.0,2.1031337e-09
0.0,1.2783299e-06
0.0,0.010480078
0.0,3.4240394e-35
0.0,0.0009720956
0.0,0.0047093984
0.0,0.0006361924
0.0,0.010777559
0.0,2.3968225e-06
0.0,0.014267475
0.0,0.00080722634
1.0,0.80579406
0.0,2.8059736e-05
0.0,1.7095628e-06
1.0,0.96789885
1.0,0.9837489
0.0,3.0308639e-13
0.0,0.0008352327
0.0,0.0043070354
0.0,0.005645869
0.0,7.861909e-06
0.0,7.4595344e-05
0.0,0.011780024
1.0,0.95646876
0.0,0.0035251381
0.0,0.06396839
0.0,6.2128594e-05
1.0,0.9637672
0.0,0.004617015
0.0,1.2423125e-05
0.0,0.0010802792
0.0,0.006544412
0.0,0.00064387027
0.0,0.0018706528
1.0,0.9152846
1.0,0.9580642
0.0,2.717574e-05
0.0,0.00076982094
0.0,3.8900594e-09
0.0,8.9525525e-07
1.0,0.97334576
1.0,0.9072871
0.0,5.358297e-06
1.0,0.9653547
0.0,0.00014655576
0.0,0.014756326
0.0,0.027422622
0.0,0.08572709
0.0,0.011254845
1.0,0.405971
0.0,0.05404122
1.0,0.9304812
1.0,0.94681996
0.0,0.019042244
0.0,0.009337025
0.0,2.2998303e-09
0.0,0.00025452694
1.0,0.9864478
1.0,0.98421985
0.0,0.0001561946
0.0,0.01428615
0.0,0.23802218
0.0,0.02683428
1.0,0.9564766
1.0,0.930752
1.0,0.9773737
0.0,0.000981021
1.0,0.9677128
1.0,0.92557466
0.0,1.6911773e-15
0.0,0.03994698
0.0,0.010798372
0.0,0.0008174622
0.0,0.00032215688
0.0,0.00030114618
0.0,0.00027329792
0.0,0.00041845988
0.0,0.0010464147
0.0,0.00090077065
1.0,0.921627
1.0,0.98026913
0.0,0.0064213
0.0,0.00080669613
1.0,0.9722063
0.0,0.0002728881
0.0,2.7570792e-22
0.0,0.0033972112
0.0,1.3795228e-06
0.0,0.00016982251
0.0,0.00027528725
0.0,2.1529537e-05
0.0,0.0001505987
0.0,5.8799424e-07
0.0,0.00038908722
0.0,0.02584467
1.0,0.9435285
1.0,0.9827077
0.0,0.017539984
0.0,0.029710416
0.0,0.00020969326
0.0,0.00031378452
0.0,0.00043168478
0.0,0.00022038036
0.0,9.558322e-07
0.0,4.205937e-06
0.0,0.020967761
0.0,2.948241e-05
0.0,1.395032e-09
0.0,0.00023301785
0.0,0.0006846367
1.0,0.9847381
1.0,0.98439944
0.0,0.00018308425
0.0,3.359359e-05
0.0,2.2258873e-05
0.0,4.6323294e-08
0.0,0.007377245
0.0,0.0009013415
0.0,4.8129205e-06
0.0,0.0010504099
0.0,1.3204796e-17
0.0,0.00041224307
0.0,2.2981004e-11
0.0,0.0025534541
1.0,0.97506636
0.0,2.5815873e-06
0.0,0.9818809
0.0,1.8305215e-06
0.0,0.00091172766
0.0,9.884045e-08
0.0,0.00089485524
0.0,0.0002660509
1.0,0.9748344
0.0,0.016166475
0.0,0.01632685
0.0,5.3708678e-09
0.0,0.00016348215
0.0,3.7576836e-08
0.0,0.0017791737
0.0,0.00078206597
0.0,5.3956002e-05
0.0,0.013645548
0.0,0.00036585252
0.0,0.032501478
0.0,0.01013002
0.0,0.0002007012
0.0,2.9857301e-05
0.0,0.0034555458
0.0,0.0044360096
0.0,4.8232653e-09
0.0,0.000325827
0.0,0.00030093407
1.0,0.9485131
1.0,0.9628692
0.0,5.538322e-07
0.0,0.003344639
0.0,3.5122972e-07
1.0,0.17379852
0.0,0.0047893138
0.0,0.0017438766
0.0,0.0002950733
1.0,0.5201835
1.0,0.5737598
1.0,0.9780742
1.0,0.98820144
0.0,2.2384498e-20
1.0,0.9338746
0.0,6.5702307e-07
0.0,0.0008011338
0.0,0.0012930576
0.0,7.65638e-08
0.0,0.00053922005
1.0,0.9592066
0.0,0.00013287661
0.0,0.0004043061
0.0,0.0013455803
1.0,0.95169693
0.0,3.9004357e-05
0.0,0.001602362
0.0,1.317086e-05
0.0,7.3334246e-07
0.0,0.017750327
0.0,0.32733673
0.0,0.00016261837
0.0,1.978712e-10
0.0,1.595783e-09
0.0,0.00070074486
0.0,5.905788e-06
0.0,8.766453e-05
0.0,7.222297e-11
1.0,0.9389406
0.0,0.00020775113
0.0,0.0005168481
0.0,0.0007474508
0.0,6.579888e-06
0.0,0.00029295
0.0,0.00019452468
1.0,0.9756541
1.0,0.9516434
1.0,0.9590116
0.0,2.3301727e-05
0.0,5.227633e-06
0.0,0.0014146353
0.0,5.05488e-06
0.0,0.00096938334
0.0,0.0026762544
0.0,0.6270359
0.0,0.00016650077
1.0,0.9422915
0.0,0.0026946738
1.0,0.9818349
0.0,1.1294797e-16
0.0,0.00022430216
0.0,0.00059789326
0.0,4.3600612e-05
0.0,0.15863693
0.0,3.198504e-08
0.0,6.321763e-06
0.0,0.0028041506
0.0,0.0011513617
1.0,0.9771656
0.0,0.07225854
1.0,0.9858208
0.0,0.07231179
0.0,2.1837247e-06
1.0,0.806697
0.0,0.000100753576
0.0,1.2143342e-07
0.0,6.749866e-05
0.0,7.859827e-05
0.0,5.5281006e-08
0.0,0.000568399
0.0,4.0276632e-07
0.0,0.00011953109
0.0,9.418364e-06
1.0,0.9239765
0.0,0.14873257
1.0,0.96582985
1.0,0.9020452
1.0,0.9744374
0.0,0.00075891335
0.0,2.168605e-11
1.0,0.97158414
0.0,9.793612e-12
0.0,0.06910922
0.0,0.0009916485
0.0,5.6467536e-19
0.0,1.2415334e-06
0.0,2.1779849e-08
0.0,0.0021423611
0.0,0.0017425762
1.0,0.98076147
1.0,0.9791924
0.0,8.7551576e-05
0.0,0.0012514449
0.0,0.0037747556
0.0,0.0015055743
1.0,0.9228272
0.0,2.7916038e-05
0.0,0.0015154183
0.0,4.979479e-06
0.0,1.9852801e-05
0.0,7.854234e-06
0.0,0.00043880474
1.0,0.87899834
0.0,2.0638121e-05
0.0,8.9464584e-07
1.0,0.98863053
0.0,8.187204e-13
0.0,9.107863e-06
0.0,0.0017381062
0.0,0.00015771783
0.0,0.00015964881
0.0,0.00037277018
0.0,4.6358922e-15
0.0,0.014599355
0.0,1.9183537e-07
1.0,0.9799708
0.0,0.00010748118
0.0,3.6402886e-05
1.0,0.9858525
0.0,2.2608711e-07
0.0,0.0004486702
0.0,0.0002819787
0.0,0.0010869296
0.0,0.0062362873
0.0,0.00014046377
1.0,0.98596144
0.0,0.00030207034
0.0,9.93335e-06
0.0,1.2148051e-08
1.0,0.9161976
0.0,3.856087e-08
0.0,4.8988324e-05
0.0,0.009217902
0.0,1.04304024e-10
0.0,0.000394388
0.0,0.0034930678
0.0,0.00010795512
0.0,3.1857395e-10
0.0,9.432459e-06
0.0,0.00010782744
0.0,0.00064067956
0.0,0.006820129
0.0,0.0002309784
1.0,0.9889892
0.0,1.1265696e-05
0.0,6.574079e-08
1.0,0.9474096
0.0,3.853643e-05
0.0,0.17752874
0.0,0.0011456148
1.0,0.9525279
1.0,0.86958486
0.0,9.572982e-07
0.0,0.006623181
0.0,0.00012355222
0.0,0.013978486
1.0,0.5190275
0.0,0.0011107218
1.0,0.9829593
0.0,0.003171053
0.0,0.13990174
0.0,1.3617495e-13
1.0,0.979261
1.0,0.83289975
1.0,0.9546716
0.0,0.00019791513
0.0,3.2355895e-12
0.0,0.014200447
0.0,5.91402e-09
0.0,4.205092e-08
0.0,0.00020873814
1.0,0.979977
0.0,0.0014191387
1.0,0.9849391
0.0,1.9309524e-05
0.0,0.056121055
0.0,0.0009842423
1.0,0.95080453
0.0,1.1103632e-14
0.0,0.00052100274
1.0,0.9336348
0.0,0.0033352135
0.0,1.6274757e-07
0.0,5.2396426e-05
0.0,0.0014281954
1.0,0.9807129
1.0,0.97814673
1.0,0.92315173
1.0,0.98483884
1.0,0.83778155
0.0,0.007697169
0.0,0.008551993
0.0,0.97247577
0.0,0.0042270995
0.0,4.5969788e-05
1.0,0.9492507
0.0,0.00057629775
0.0,1.0999087e-05
0.0,2.8815803e-10
0.0,8.9160385e-05
0.0,8.9539014e-07
0.0,0.009974832
0.0,0.17227633
1.0,0.95001996
1.0,0.98264426
0.0,6.583827e-05
0.0,5.226356e-13
0.0,0.00068624533
0.0,0.004039071
0.0,0.01988877
0.0,0.0
0.0,4.0132985e-05
0.0,8.854112e-06
1.0,0.97355866
0.0,0.0033866242
1.0,0.96310246
0.0,7.151143e-05
0.0,2.3702476e-09
0.0,6.227701e-05
0.0,0.0010018942
0.0,0.014357038
1.0,0.98590094
0.0,0.026432652
1.0,0.98320967
0.0,0.0030400022
1.0,0.8170326
0.0,1.6450032e-10
0.0,2.723993e-05
0.0,3.6910173e-05
0.0,0.00065809506
0.0,0.012936124
0.0,0.00021691414
1.0,0.95758593
0.0,0.010442922
1.0,0.94399464
0.0,0.00010424514
0.0,4.172288e-08
1.0,0.6564516
1.0,0.9071542
0.0,0.0022460918
0.0,9.666547e-11
0.0,0.0012360299
1.0,0.9616736
1.0,0.16088404
1.0,0.98591983
0.0,0.00019325408
0.0,7.5648714e-08
1.0,0.8340865
0.0,0.94970906
0.0,0.9401904
0.0,0.0
0.0,3.5019935e-11
1.0,0.9401761
0.0,0.00068031636
0.0,3.4284443e-05
0.0,0.026646012
0.0,0.0604444
0.0,4.930242e-06
0.0,0.69776034
0.0,0.0014701141
0.0,0.000114897106
1.0,0.91563874
0.0,0.002137729
